State;Year;C_CE_I;C_CE_I_R;Total Current Assets;Current Liabilities;Noncurrent Liabilities;Unrestricted Net Assets;Restricted Net Assets;Total Net Assets;Total Assets;Total Liabilities;Total Taxes;Total Revenue;Total Expenses;NonCurrent Liability;Change in Net Assets;Population;UAAL pension (risk-free);UAAL OPEB;Primary gov debt;Personal income;1.Cash_ratio;2.quick_ratio;3.current_ratio;4.op_ratio;5. surplus_percap;6.net_asst_ratio;7.long_term_liab;8.lt_percapita;9.tax_income_ratio;10.rev_income_ratio;11.exp_income_ratio;12. pension_income_ratio;13. opeb_income_ratio;cashrank;Lrrank;budgetrank;servicelvlrank;trustrank;overallrank
Alaska;2010;56078711.77117711;57281042.90429043;60798257.425742574;4610691.969196919;2469299.229922992;18416625.96259626;36851996.699669965;62084145.21452145;69164136.41364136;7079991.1991199115;3961496149.614961;15159515951.59516;9920792079.20792;2469299229.922992;5238723872.3872385;714031;28385728414.246513;7552331619.361936;2116574257.4257424;38186388338.833885;12.162753908920267;12.423524123271136;13.186362878267117;1.5280550011088934;7336.829734825573;0.7990936564540911;0.03570201780811895;3458.2521346033886;0.1037410533424627;0.39698742434299805;0.2597991721861507;0.7433467695969423;0.19777548880373025;1;2;1;50;50;2
Arizona;2010;2591977.9977997798;3971481.8481848184;6107074.807480748;5367845.98459846;11532822.882288229;-3937205.720572057;5718792.0792079205;20583323.432343233;37483992.29922992;16900668.866886687;11413529152.91529;33851652365.236523;34062333333.333332;11532822882.288229;-199569856.98569855;6408312;64630066412.92979;611578298.129813;10932085808.580858;236581523652.36523;0.48287115637012307;0.7398650891959048;1.1377142386356276;0.9938148403976002;-31.142344034700333;0.04752925847422247;0.3076732806426588;1799.6662588039142;0.04824353557586526;0.14308662757189108;0.14397714921890856;0.2731830677863827;0.0025850636545416412;49;29;29;21;23;31
Arkansas;2010;4815212.321232123;6197374.03740374;6561100.110011001;2358278.327832783;4773224.422442244;1838996.699669967;2215535.7535753576;15754673.267326731;22886176.01760176;7131502.750275027;7233812981.29813;19462756875.68757;19864629262.926292;4773224422.442245;170435643.56435642;2921995;30778624108.086445;1959936193.6193619;3045687568.7568755;102215381738.17381;2.0418337667790127;2.6279230760259833;2.7821568101507923;0.9797694494108307;58.32851992024505;0.17716076508923917;0.2085636507720275;1633.5498255275056;0.07077029756468206;0.19040927641929375;0.1943408998247429;0.30111538581273745;0.019174571970388635;14;18;30;44;27;27
California;2010;31253003.30033003;44336003.30033003;66249654.56545655;52596289.32893289;164374182.6182618;-118286805.28052805;20233827.282728273;-5451255.225522552;211519216.72167215;216970471.94719473;104063097909.79097;235041804180.41803;253051303630.36304;164374182618.2618;-18008800880.08801;37332685;478816997170.3015;77451485148.51485;129535106710.67107;1779025577557.7556;0.5942054791142453;0.8429492625051226;1.2595879939578365;0.9288306395123266;-482.38697216897225;-0.46356534180448916;0.7771122887361757;4402.956353615118;0.05849443606800116;0.13211828269669015;0.14224152076427793;0.26914565097350707;0.043535903095243945;46;46;45;25;24;41
Colorado;2010;3748744.774477448;5274997.799779978;6162429.04290429;4438019.801980197;6169827.2827282725;2433317.9317931794;3318418.0418041805;20023929.592959296;30623220.022002198;10607847.08470847;8375185918.591859;25963429042.90429;27138937293.729374;6169827282.728272;-1262656765.6765676;5048644;80293007437.0584;1812633888.8888888;5677919691.969196;221749091309.13092;0.8446886092767764;1.18859266861007;1.388553750966744;0.9566855460071131;-250.09819778866714;0.18782270347353566;0.20147545810974057;1222.0761223663765;0.03776874966723706;0.11708471448349606;0.12238578807024802;0.3620894541801092;0.008174256219891218;36;14;39;7;37;22
Connecticut;2010;2443777.7777777775;5848187.01870187;6357523.652365237;5730469.746974697;29428470.84708471;-22014092.409240924;3345302.5302530252;-10328275.02750275;24830665.566556655;35158940.59405941;12706270627.062706;28225522552.255226;32012101210.12101;29428470847.08471;-3786578657.8657866;3579899;76539862094.6558;32524466446.644665;21240077007.700768;244669900990.099;0.4264533076137306;1.0205423424125604;1.1094245206898756;0.8817141482525173;-1057.7333767980008;-0.7518441190771817;1.185166413208055;8220.475171809234;0.05193229970521338;0.11536164619365019;0.13083792113610426;0.3128290884368042;0.13293202929755069;48;47;49;16;31;46
Delaware;2010;1007364.1364136413;1362030.803080308;1689247.524752475;1088805.2805280527;4469352.03520352;306059.40594059404;356722.7722772277;5723367.436743674;11281524.752475247;5558157.315731573;3592946094.609461;7592022002.20022;7594400440.044004;4469352035.20352;-2378437.8437843784;899816;8199743847.539523;6358635863.586358;2989105610.561056;40673163916.39164;0.9252013692706249;1.2509406662867628;1.5514688943584272;0.9996868169037751;-2.6432491129123936;0.05874934397253373;0.3961656011278894;4966.962173603849;0.08833702000648817;0.18665924337252182;0.18671772020625607;0.20160083598106698;0.15633492089912812;34;35;23;45;10;37
Florida;2010;37361434.54345434;48497838.28382838;49624925.19251925;14788761.276127612;48345887.78877888;-16750411.441144114;12504808.580858085;63791904.29042904;126926553.35533553;63134649.064906485;31379537953.79538;88524752475.24753;84839383938.39383;48345887788.77888;4204620462.0462046;18849098;149706825202.4841;13992206820.682068;33729372937.293728;800950332233.2233;2.526339687676486;3.2793712318634016;3.35558362637343;1.0434393599502068;223.067462540977;-0.03344928817534585;0.3808965619150848;2564.891316750482;0.039177882436608046;0.1105246466761819;0.10592340189415145;0.18691149647827598;0.017469506232263815;6;36;6;5;7;5
Georgia;2010;7140432.343234323;12782871.287128713;13301814.081408141;7491887.788778878;15850245.324532453;-1314118.811881188;3331618.2618261827;21794621.562156215;45136754.67546754;23342133.11331133;16106742574.257425;49238167216.72167;49511827282.72827;15850245324.532454;-284760176.0176017;9713521;85362014986.58673;20973903190.31903;15776605060.50605;370191520352.0352;0.9530885331637036;1.706228342911717;1.7754956369382886;0.9944728344513744;-29.315855292596964;0.044697485772975463;0.35116049965256546;1631.7713550557469;0.043509215335188256;0.13300728004222903;0.1337465191953743;0.23058879064926005;0.05665689794940146;27;30;28;17;16;21
Hawaii;2010;2651309.1309130914;3355580.8580858083;4307003.300330033;2332369.636963696;9205661.166116612;-894997.799779978;1736066.00660066;5888683.168316832;17426713.97139714;11538030.803080307;4806035203.520351;9897927392.739273;11024744774.477448;9205661166.116611;-1126817381.7381737;1363945;26838096121.59869;15409768976.89769;7599383938.393839;62605717271.72717;1.1367448319060582;1.4387002835683196;1.8466212353617053;0.8977919757066137;-826.1457622837972;0.04826315553242834;0.5282499719239135;6749.290599046598;0.07676671417501296;0.15809941685963547;0.17609805070400875;0.4286844283743845;0.2461399637035508;26;37;46;40;43;49
Idaho;2010;2834885.588558856;3889371.837183718;5049298.129812981;1881018.701870187;1295404.8404840485;848495.0495049504;2628418.0418041805;9597977.99779978;12774401.540154016;3176423.5423542354;3054254125.4125414;8411543454.345434;8187299229.922992;1295404840.4840484;224244224.42244223;1571010;14594464273.863626;161392739.2739274;1494287128.7128713;54831855885.588554;1.5071012243207869;2.0676944005483535;2.684342332584338;1.0273892791902455;142.73889053694262;0.27217815882646906;0.1014063035682868;824.5681698296308;0.05570218399657142;0.15340614171252662;0.14931647119525746;0.26616761439401665;0.0029434119394150617;19;9;10;28;20;17
Illinois;2010;10048311.331133112;17863698.569856986;22323552.25522552;25922305.83058306;60547441.14411441;-60633964.79647964;3783887.788778878;-40596532.45324533;45744052.80528053;86469746.97469747;27555555555.555553;65823982398.23982;76840484048.40483;60547441144.11441;-11016501650.165016;12841578;263977997386.44086;46205559625.96259;31731540154.0154;589069125412.5413;0.38763184867906875;0.6891245974261073;0.8611715485930369;0.856631542778605;-857.8775638138098;-1.2427861879596773;1.3236133973928308;4714.953344839272;0.04677813581938731;0.11174237378701775;0.13044391690803916;0.4481273690953839;0.0784382640893012;50;50;50;11;45;50
Indiana;2010;6901984.598459845;9578062.706270626;10989928.492849285;4829668.866886688;2778834.98349835;4170135.313531353;1613616.0616061606;17511297.02970297;25119801.98019802;7608503.850385038;11413091309.130913;31099889988.998898;32393619361.93619;2778834983.4983497;-1293729372.9372938;6490528;43971082506.62796;421540154.01540154;1396929592.959296;250486324532.45325;1.4290802928087734;1.9831717184463742;2.275503517062783;0.9600622160036406;-199.3257517627678;0.23024669460757907;0.11062328380171586;428.13696874866724;0.04556373019738338;0.12415803556161634;0.12932290584087056;0.17554284685482313;0.001682886899323665;20;3;37;14;3;11
Iowa;2010;4979211.221122112;7772644.664466446;8088685.368536853;2816698.5698569855;4014213.421342134;1389532.4532453245;2411883.3883388336;13868056.10561056;20698968.09680968;6830911.99119912;7123432343.2343235;20659295929.59296;20091089108.91089;4014213421.342134;550656765.6765677;3050738;32135350321.251026;592058305.8305831;3394185918.591859;127351592959.29593;1.767747274915159;2.759487560240105;2.8716900896312616;1.028281534047353;180.49952689367873;0.1836524325176417;0.19393302132587192;1315.8171633690386;0.05593516482758965;0.16222251680979033;0.15776079939049054;0.252335676174244;0.004649005890486321;15;15;9;31;18;18
Kansas;2010;1400614.9614961497;3222749.1749174916;3260557.7557755774;2707183.718371837;3725878.98789879;302273.9273927393;707647.9647964797;11581386.138613861;18014448.84488449;6433062.706270627;6702196919.691969;14426704070.40704;14405200220.022001;3725878987.89879;21503850.385038503;2858850;31538507188.89045;306264026.4026403;5095117711.771177;123304624862.48625;0.5173697492309506;1.1904434682607088;1.2044094878557234;1.0014927838597585;7.521853327400354;0.056061770242612975;0.20682725405483704;1303.278936599958;0.054354789426321194;0.11700051061747456;0.11682611447938145;0.2557771634605217;0.0024837999932621905;43;20;21;13;19;24
Kentucky;2010;2803286.0286028604;5855623.762376238;6391474.147414741;3452955.99559956;14112870.187018702;-8751460.94609461;1337666.6666666665;13224320.132013202;30790146.314631462;17565826.18261826;10220953795.379538;25557371837.183716;27160542354.235424;14112870187.018702;-1603170517.0517051;4348662;66975634139.50444;11329619665.566557;7791037403.740374;157995552255.22552;0.8118510725811051;1.6958292459674067;1.851015233197302;0.9409742818776332;-368.6583406693151;-0.24078463946450657;0.45835671070885015;3245.3361946775126;0.06469140206471535;0.16176007154871308;0.1719070060298936;0.42390835174468844;0.07170847219334836;28;43;44;39;41;45
Louisiana;2010;13015771.177117711;16458823.98239824;19480603.96039604;5938388.338833883;11978543.454345435;-1699850.3850385037;6759734.873487349;21461282.728272825;39378214.521452144;17916931.79317932;7972305830.583058;29188228822.882286;30761470847.08471;11978543454.345434;-1573242024.2024202;4544996;69484873108.38934;10298442244.224422;12297581958.19582;186129240924.0924;2.1918019560966617;2.7715977876970985;3.280453020056521;0.9488567360116489;-346.1481647513926;0.12849451276396398;0.3041921427854445;2635.545433779355;0.04283209769191688;0.1568169981136166;0.16526941545756324;0.3733151909039741;0.055329523685235214;8;25;41;26;39;23
Maine;2010;647075.9075907591;1300070.407040704;2375804.1804180415;1523876.787678768;1327380.6380638063;-188651.26512651265;555433.4433443344;4814367.436743674;7665624.862486249;2851257.425742574;3513376237.623762;8693009900.990099;8479258525.852585;1327380638.0638063;200849284.92849284;1327730;18991324078.32563;2609530253.0253024;1163029702.970297;54815266226.62266;0.424624820604041;0.8531335456726952;1.559052673829992;1.0252087342880043;151.27268716417709;0.04784765557896876;0.17316013526303545;999.7368727556102;0.06409484947310877;0.15858738813838105;0.15468790192127865;0.34646049149537705;0.047605903111675604;44;16;11;34;35;34
Maryland;2010;4170833.8833883386;7760077.00770077;8772829.482948294;6158096.809680968;21039427.94279428;-5732898.789878988;2679806.380638064;13834379.537953794;41031904.29042904;27197524.752475247;16337733773.377337;35052805280.52805;37201320132.0132;21039427942.794277;-2148514851.4851484;5788584;72961097182.39992;17508486248.624863;16904388338.833883;317642888888.88885;0.6772926786132186;1.2601420938205088;1.4246007742451825;0.9422462739531583;-371.1641485180397;-0.07440776785865816;0.5127577748737794;3634.6415535810274;0.05143428153083023;0.11035287269657557;0.11711680454154974;0.22969535832398763;0.055120032152677315;38;40;43;10;15;26
Massachusetts;2010;4289064.906490649;10277460.94609461;10418282.728272827;8494488.448844884;37881510.4510451;-23349812.98129813;1917759.0759075908;-20461931.79317932;25353688.668866888;46375998.89988999;20939493949.39494;54163916391.63916;55683168316.83168;37881510451.045105;-11414741474.147415;6565524;85793047117.31883;16343784378.437843;21894101210.12101;383196435643.56433;0.5049232725808102;1.2098975715826867;1.2264755895559019;0.9727161371898214;-1738.5880356461137;-0.8453229108121089;1.494122253601772;5769.761933860131;0.05464428163124176;0.14134765189209772;0.145312333668537;0.22388790483719548;0.04265119102944957;42;48;47;27;14;48
Michigan;2010;2438e3;6744167.216721672;9931096.809680969;6208137.513751375;16430800.880088009;-8826691.96919692;3120498.3498349832;12841301.430143014;35480239.823982395;22638938.39383938;25107810781.078106;59956985698.569855;61171507150.71507;16430800880.088009;-1102750275.0275028;9877495;116279953811.73177;47851125412.54125;8156215621.562156;382533936193.6193;0.39271037321574986;1.0863430782232129;1.5996902110629843;0.9801456346473063;-111.6427064784647;-0.1608273689149336;0.46309723275832615;1663.4582837134321;0.06563551205655595;0.1567363834308877;0.15991132122655163;0.3039729101390804;0.1250898832367161;41;39;32;36;29;40
Minnesota;2010;6849567.656765676;11313037.403740374;11497172.717271727;7484452.145214521;8287248.624862486;-3241706.270627063;3928063.806380638;11952800.880088009;27724501.650165014;15771700.770077007;18158404840.484047;36183039603.960396;37502597359.73597;8287248624.862486;-1319557755.7755775;5311147;67287731446.220276;879341034.1034104;7159975797.579758;246094821782.17822;0.9151728842498134;1.5115384779330587;1.5361408549619622;0.9648142302486947;-248.45061825168415;0.024756352500550364;0.29891425026978474;1560.3500759558126;0.0737862126028653;0.14702885392682696;0.15239084304232137;0.2734219719006422;0.003573179751346929;32;28;35;35;25;33
Mississippi;2010;4335731.573157315;5042779.977997799;5687053.905390539;2363554.4554455443;5233642.464246425;-71687.56875687568;1197368.5368536853;13905488.448844884;21438799.779977996;7597196.919691969;6384229922.992299;18715443344.334435;18309169416.941692;5233642464.246425;406273927.39273924;2970322;45822953732.835655;800562156.2156216;5070282728.272827;99890462046.20462;1.8344115419756655;2.1335577720155405;2.406144648915438;1.0221896426943764;136.77773904402932;0.05250671584461082;0.24412012416544876;1761.9781505999767;0.06391230746374219;0.18735966338485402;0.18329246898940896;0.4587320229997547;0.008014400372333039;18;24;12;41;46;32
Missouri;2010;4603357.535753575;8756068.206820682;9197541.254125413;2899342.134213421;8263361.936193619;-2023165.0165016502;4894002.200220021;31365891.08910891;42528595.15951595;11162704.07040704;10193940594.059406;29268895489.548954;29342607260.72607;8263361936.193619;-73711771.1771177;5996118;78216193231.74759;3377221122.112211;5357874587.458746;242301345434.54346;1.5877248433125832;3.020018956540348;3.1722855835434767;0.9974878929291406;-12.293248928242859;0.06750369187955671;0.1943013143321443;1378.118632120585;0.04207133301623887;0.12079543114817663;0.12109964642624255;0.32280544332708755;0.013938103051204688;12;19;26;9;32;15
Montana;2010;4153907.5907590757;5044458.745874587;5505884.488448844;1124830.5830583058;1110735.9735973596;1215099.00990099;2356961.496149615;7850887.788778878;10086454.345434543;2235566.5566556654;2027041804.180418;6330079207.920792;5762055005.50055;1110735973.5973597;568024202.420242;990641;14208725748.044613;595042904.290429;395210121.0121012;38642124312.431244;3.692918429960361;4.484638684128939;4.894856675641656;1.0985801423065202;573.3905647154136;0.35414431907555655;0.11012154871846665;1121.229561059314;0.052456790102719975;0.1638129197230597;0.14911330854672725;0.36770043057580143;0.015398814503037107;3;10;4;29;38;7
